Variable,r,p_value,N,Significant
Pensieri generati da altri,0.497,0.1202,11,False
Parole lette da qualcun altro,0.106,0.757,11,False
Pensieri non propri,0.005,0.9893,11,False
Pensieri come scritti,0.276,0.4116,11,False
Pensieri ripetuti o echeggianti,0.202,0.5508,11,False
Perdita di contatto con se stessi,0.041,0.9038,11,False
Non essere più la stessa persona,-0.267,0.4279,11,False
Vuoto interiore,0.115,0.7365,11,False
Disconnessione da sé e dai propri pensieri,0.216,0.5233,11,False
Sensazione di non essere l'autore delle proprie azioni,0.129,0.706,11,False
Dubbio tra dire e pensare,0.138,0.6859,11,False
Guardarsi dall'esterno,0.014,0.9679,11,False
Guardarsi da fuori dal corpo,0.244,0.4702,11,False
Perdita di controllo del corpo,0.11,0.7467,11,False
