Variable,r,p_value,N,Significant
Pensieri generati da altri,0.163,0.6131,12,False
Parole lette da qualcun altro,-0.138,0.6687,12,False
Pensieri non propri,0.545,0.0668,12,False
Pensieri come scritti,0.138,0.6687,12,False
Pensieri ripetuti o echeggianti,0.018,0.9565,12,False
Perdita di contatto con se stessi,-0.106,0.7425,12,False
Non essere più la stessa persona,-0.188,0.5593,12,False
Vuoto interiore,-0.28,0.3787,12,False
Disconnessione da sé e dai propri pensieri,0.404,0.1933,12,False
Sensazione di non essere l'autore delle proprie azioni,-0.28,0.3787,12,False
Dubbio tra dire e pensare,-0.152,0.6367,12,False
Guardarsi dall'esterno,-0.12,0.7094,12,False
Guardarsi da fuori dal corpo,0.035,0.913,12,False
Perdita di controllo del corpo,-0.209,0.5147,12,False
