Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.27,0.3724,13,False
Parole lette da qualcun altro,-0.339,0.2574,13,False
Pensieri non propri,-0.694,0.0085,13,True
Pensieri come scritti,-0.405,0.1699,13,False
Pensieri ripetuti o echeggianti,-0.463,0.1113,13,False
Perdita di contatto con se stessi,-0.595,0.0319,13,True
Non essere più la stessa persona,-0.65,0.0161,13,True
Vuoto interiore,0.196,0.5219,13,False
Disconnessione da sé e dai propri pensieri,-0.008,0.9786,13,False
Sensazione di non essere l'autore delle proprie azioni,-0.471,0.1042,13,False
Dubbio tra dire e pensare,-0.537,0.0583,13,False
Guardarsi dall'esterno,-0.419,0.1544,13,False
Guardarsi da fuori dal corpo,0.028,0.9288,13,False
Perdita di controllo del corpo,-0.198,0.516,13,False
