Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.429,0.1258,14,False
Parole lette da qualcun altro,-0.262,0.3659,14,False
Pensieri non propri,-0.348,0.2233,14,False
Pensieri come scritti,-0.308,0.284,14,False
Pensieri ripetuti o echeggianti,-0.191,0.5121,14,False
Perdita di contatto con se stessi,-0.062,0.8343,14,False
Non essere più la stessa persona,-0.356,0.211,14,False
Vuoto interiore,-0.156,0.5938,14,False
Disconnessione da sé e dai propri pensieri,0.092,0.7534,14,False
Sensazione di non essere l'autore delle proprie azioni,-0.372,0.1905,14,False
Dubbio tra dire e pensare,-0.378,0.1821,14,False
Guardarsi dall'esterno,-0.433,0.1216,14,False
Guardarsi da fuori dal corpo,-0.238,0.4133,14,False
Perdita di controllo del corpo,-0.125,0.6692,14,False
