Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.536,0.1373,9,False
Parole lette da qualcun altro,-0.644,0.061,9,False
Pensieri non propri,-0.326,0.3914,9,False
Pensieri come scritti,-0.644,0.061,9,False
Pensieri ripetuti o echeggianti,-0.603,0.086,9,False
Perdita di contatto con se stessi,-0.452,0.222,9,False
Non essere più la stessa persona,-0.209,0.589,9,False
Vuoto interiore,-0.762,0.0171,9,True
Disconnessione da sé e dai propri pensieri,-0.075,0.8473,9,False
Sensazione di non essere l'autore delle proprie azioni,-0.519,0.1524,9,False
Dubbio tra dire e pensare,0.059,0.881,9,False
Guardarsi dall'esterno,-0.619,0.0753,9,False
Guardarsi da fuori dal corpo,-0.335,0.3786,9,False
Perdita di controllo del corpo,-0.1,0.7971,9,False
