Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.456,0.1173,13,False
Parole lette da qualcun altro,-0.242,0.4262,13,False
Pensieri non propri,-0.418,0.1557,13,False
Pensieri come scritti,-0.527,0.064,13,False
Pensieri ripetuti o echeggianti,-0.714,0.0061,13,True
Perdita di contatto con se stessi,-0.621,0.0235,13,True
Non essere più la stessa persona,-0.445,0.1275,13,False
Vuoto interiore,-0.121,0.694,13,False
Disconnessione da sé e dai propri pensieri,0.027,0.929,13,False
Sensazione di non essere l'autore delle proprie azioni,-0.071,0.8166,13,False
Dubbio tra dire e pensare,-0.654,0.0153,13,True
Guardarsi dall'esterno,-0.632,0.0205,13,True
Guardarsi da fuori dal corpo,-0.247,0.4154,13,False
Perdita di controllo del corpo,-0.396,0.1809,13,False
