Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.112,0.6038,24,False
Parole lette da qualcun altro,0.146,0.4948,24,False
Pensieri non propri,-0.224,0.2918,24,False
Pensieri come scritti,-0.048,0.824,24,False
Pensieri ripetuti o echeggianti,-0.333,0.1114,24,False
Perdita di contatto con se stessi,-0.117,0.5868,24,False
Non essere più la stessa persona,0.06,0.7817,24,False
Vuoto interiore,-0.093,0.6662,24,False
Disconnessione da sé e dai propri pensieri,-0.146,0.4948,24,False
Sensazione di non essere l'autore delle proprie azioni,-0.06,0.7802,24,False
Dubbio tra dire e pensare,0.014,0.9484,24,False
Guardarsi dall'esterno,0.186,0.3852,24,False
Guardarsi da fuori dal corpo,0.241,0.2567,24,False
Perdita di controllo del corpo,-0.127,0.5535,24,False
