Variable,r,p_value,N,Significant
Pensieri generati da altri,0.202,0.2175,39,False
Parole lette da qualcun altro,0.011,0.9481,39,False
Pensieri non propri,0.12,0.4653,39,False
Pensieri come scritti,0.199,0.2249,39,False
Pensieri percepiti come rumorosi,0.141,0.3935,39,False
Pensieri ripetuti o echeggianti,0.048,0.7728,39,False
Vedere i propri pensieri,0.15,0.3622,39,False
Vita attuale scollegata dal futuro,-0.011,0.9491,39,False
Perdita di identità,0.074,0.6545,39,False
Vera identità scomparsa,-0.062,0.7092,39,False
Perdita di contatto con se stessi,0.107,0.5152,39,False
Distanza da se stessi,0.097,0.5589,39,False
Perdita totale di sé,0.047,0.7771,39,False
Ricerca di identità tramite oggetti,0.379,0.0174,39,True
Vivere in un altro mondo,0.208,0.2041,39,False
Paura di perdersi,0.192,0.241,39,False
Estraneità a se stessi,0.083,0.6158,39,False
Perdita di connessione col mondo,-0.058,0.7253,39,False
Scarsa presenza nel mondo,-0.087,0.5977,39,False
Non essere più la stessa persona,0.017,0.9159,39,False
Vuoto interiore,0.048,0.7719,39,False
Pensare a se stessi come un'altra persona,0.151,0.3592,39,False
Disconnessione da sé e dai propri pensieri,0.141,0.3925,39,False
Svanire dall'esistenza,0.153,0.3527,39,False
Assorbimento nell'introspezione,0.113,0.4919,39,False
Sensazione di non essere l'autore delle proprie azioni,0.129,0.4322,39,False
Sensazione di stare cambiando,0.145,0.3795,39,False
Appiattimento emotivo,-0.013,0.9374,39,False
Alterazione del significato del mondo,0.278,0.0861,39,False
Dubbio tra provare e immaginare,0.081,0.6232,39,False
Dubbio tra dire e pensare,0.131,0.4275,39,False
Alterazione della percezione del tempo,0.137,0.4048,39,False
"Tempo che accelera, rallenta o si ferma",0.111,0.4997,39,False
Amnesia di azioni compiute,0.215,0.1877,39,False
Disallineamento tra espressione e vissuto interno,0.085,0.6063,39,False
Guardarsi dall'esterno,0.09,0.5875,39,False
Guardarsi da fuori dal corpo,0.131,0.4282,39,False
Età percepita alterata,0.238,0.1438,39,False
Corpo percepito come cambiato,0.256,0.1152,39,False
Arti percepiti come non propri,0.283,0.0808,39,False
Perdita di controllo del corpo,0.151,0.3579,39,False
Controllo allo specchio,0.286,0.0776,39,False
Sensazioni elettriche nel corpo,0.027,0.8698,39,False
Sensazioni termiche senza causa,-0.014,0.9315,39,False
Dolore ai rumori,0.083,0.6167,39,False
Gambe che si piegano da ferme,0.056,0.7331,39,False
Incapacità di controllare il corpo,0.163,0.3216,39,False
Impossibilità di muoversi,0.079,0.6347,39,False
Debolezza improvvisa di un arto,-0.067,0.6859,39,False
Movimento percepito per imitazione,0.047,0.7742,39,False
Osservatore passivo del mondo,-0.063,0.7044,39,False
Scomparsa della barriera tra sé e il mondo,0.192,0.2421,39,False
Dubbio sulla propria esistenza,0.299,0.0641,39,False
Mancanza di idee proprie,0.128,0.4389,39,False
Non far parte del mondo,-0.114,0.49,39,False
Sentirsi come un fantasma,0.219,0.1807,39,False
Evitamento per mancanza di opinioni,0.095,0.5648,39,False
