Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.08,0.6294,39,False
Parole lette da qualcun altro,-0.2,0.2222,39,False
Pensieri non propri,0.173,0.2931,39,False
Pensieri come scritti,-0.102,0.5359,39,False
Pensieri percepiti come rumorosi,0.029,0.8618,39,False
Pensieri ripetuti o echeggianti,-0.022,0.8965,39,False
Vedere i propri pensieri,-0.406,0.0102,39,True
Vita attuale scollegata dal futuro,0.195,0.2331,39,False
Perdita di identità,0.219,0.1806,39,False
Vera identità scomparsa,0.04,0.8074,39,False
Perdita di contatto con se stessi,0.208,0.2033,39,False
Distanza da se stessi,-0.102,0.5379,39,False
Perdita totale di sé,0.124,0.4523,39,False
Ricerca di identità tramite oggetti,-0.041,0.8055,39,False
Vivere in un altro mondo,0.114,0.491,39,False
Paura di perdersi,0.16,0.3312,39,False
Estraneità a se stessi,-0.03,0.8539,39,False
Perdita di connessione col mondo,0.145,0.3783,39,False
Scarsa presenza nel mondo,0.208,0.204,39,False
Non essere più la stessa persona,-0.125,0.4489,39,False
Vuoto interiore,0.261,0.1079,39,False
Pensare a se stessi come un'altra persona,-0.059,0.7193,39,False
Disconnessione da sé e dai propri pensieri,0.284,0.0802,39,False
Svanire dall'esistenza,0.305,0.0594,39,False
Assorbimento nell'introspezione,0.061,0.7111,39,False
Sensazione di non essere l'autore delle proprie azioni,-0.125,0.4467,39,False
Sensazione di stare cambiando,-0.049,0.7663,39,False
Appiattimento emotivo,0.064,0.6973,39,False
Alterazione del significato del mondo,0.007,0.9672,39,False
Dubbio tra provare e immaginare,0.252,0.1217,39,False
Dubbio tra dire e pensare,0.116,0.4831,39,False
Alterazione della percezione del tempo,0.23,0.159,39,False
"Tempo che accelera, rallenta o si ferma",0.073,0.6586,39,False
Amnesia di azioni compiute,0.039,0.8146,39,False
Disallineamento tra espressione e vissuto interno,0.078,0.6351,39,False
Guardarsi dall'esterno,-0.355,0.0266,39,True
Guardarsi da fuori dal corpo,-0.026,0.8746,39,False
Età percepita alterata,0.126,0.4456,39,False
Corpo percepito come cambiato,-0.035,0.8308,39,False
Arti percepiti come non propri,0.058,0.7267,39,False
Perdita di controllo del corpo,0.058,0.7244,39,False
Controllo allo specchio,0.022,0.8939,39,False
Sensazioni elettriche nel corpo,-0.109,0.5077,39,False
Sensazioni termiche senza causa,0.085,0.606,39,False
Dolore ai rumori,0.081,0.6259,39,False
Gambe che si piegano da ferme,0.062,0.7088,39,False
Incapacità di controllare il corpo,-0.078,0.6373,39,False
Impossibilità di muoversi,-0.072,0.6616,39,False
Debolezza improvvisa di un arto,0.077,0.6417,39,False
Movimento percepito per imitazione,-0.008,0.9638,39,False
Osservatore passivo del mondo,0.159,0.3351,39,False
Scomparsa della barriera tra sé e il mondo,0.159,0.3337,39,False
Dubbio sulla propria esistenza,-0.056,0.7346,39,False
Mancanza di idee proprie,0.172,0.2961,39,False
Non far parte del mondo,0.161,0.3284,39,False
Sentirsi come un fantasma,0.136,0.4097,39,False
Evitamento per mancanza di opinioni,0.226,0.1658,39,False
