Variable,r,p_value,N,Significant
Cognition,-0.128,0.2308,90,False
Self-Awareness and Presence,-0.052,0.6295,90,False
Consciousness,-0.094,0.3786,90,False
Somatization,0.003,0.974,90,False
Demarcation/Transitivism,-0.237,0.0244,90,True
