Variable,r,p_value,N,Significant
Cognition,0.161,0.2589,51,False
Self-Awareness and Presence,0.149,0.2977,51,False
Consciousness,0.138,0.3355,51,False
Somatization,0.05,0.7252,51,False
Demarcation/Transitivism,0.001,0.9935,51,False
