Variable,r,p_value,N,Significant
Cognition,0.131,0.3612,51,False
Self-Awareness and Presence,0.117,0.4156,51,False
Consciousness,0.158,0.2682,51,False
Somatization,0.055,0.7011,51,False
Demarcation/Transitivism,-0.147,0.3047,51,False
