Variable,r,p_value,N,Significant
Pensieri generati da altri,0.091,0.5829,39,False
Parole lette da qualcun altro,0.15,0.361,39,False
Pensieri non propri,0.105,0.5228,39,False
Pensieri come scritti,0.233,0.1541,39,False
Pensieri percepiti come rumorosi,0.246,0.1319,39,False
Pensieri ripetuti o echeggianti,0.1,0.546,39,False
Vedere i propri pensieri,0.246,0.1319,39,False
Vita attuale scollegata dal futuro,0.052,0.7547,39,False
Perdita di identità,0.052,0.7524,39,False
Vera identità scomparsa,-0.086,0.6041,39,False
Perdita di contatto con se stessi,0.025,0.8787,39,False
Distanza da se stessi,0.06,0.7152,39,False
Perdita totale di sé,0.056,0.7355,39,False
Ricerca di identità tramite oggetti,,,39,False
Vivere in un altro mondo,,,39,False
Paura di perdersi,-0.175,0.2856,39,False
Estraneità a se stessi,0.04,0.8093,39,False
Perdita di connessione col mondo,-0.155,0.3471,39,False
Scarsa presenza nel mondo,-0.05,0.7606,39,False
Non essere più la stessa persona,0.033,0.8414,39,False
Vuoto interiore,0.05,0.7637,39,False
Pensare a se stessi come un'altra persona,-0.001,0.994,39,False
Disconnessione da sé e dai propri pensieri,0.12,0.4687,39,False
Svanire dall'esistenza,0.11,0.5039,39,False
Assorbimento nell'introspezione,-0.14,0.395,39,False
Sensazione di non essere l'autore delle proprie azioni,-0.043,0.7965,39,False
Sensazione di stare cambiando,0.149,0.3638,39,False
Appiattimento emotivo,-0.188,0.2523,39,False
Alterazione del significato del mondo,-0.069,0.6773,39,False
Dubbio tra provare e immaginare,0.246,0.1319,39,False
Dubbio tra dire e pensare,0.101,0.5395,39,False
Alterazione della percezione del tempo,0.332,0.0392,39,True
"Tempo che accelera, rallenta o si ferma",-0.188,0.2523,39,False
Amnesia di azioni compiute,0.246,0.1319,39,False
Disallineamento tra espressione e vissuto interno,0.041,0.8044,39,False
Guardarsi dall'esterno,-0.114,0.4901,39,False
Guardarsi da fuori dal corpo,0.204,0.2138,39,False
Età percepita alterata,0.005,0.9782,39,False
Corpo percepito come cambiato,-0.005,0.9737,39,False
Arti percepiti come non propri,0.457,0.0034,39,True
Perdita di controllo del corpo,0.129,0.4344,39,False
Controllo allo specchio,,,39,False
Sensazioni elettriche nel corpo,0.002,0.9918,39,False
Sensazioni termiche senza causa,0.033,0.8399,39,False
Dolore ai rumori,-0.135,0.4141,39,False
Gambe che si piegano da ferme,,,39,False
Incapacità di controllare il corpo,0.15,0.3613,39,False
Impossibilità di muoversi,,,39,False
Debolezza improvvisa di un arto,0.198,0.2279,39,False
Movimento percepito per imitazione,0.246,0.1319,39,False
Osservatore passivo del mondo,0.033,0.8399,39,False
Scomparsa della barriera tra sé e il mondo,0.121,0.4613,39,False
Dubbio sulla propria esistenza,-0.089,0.5917,39,False
Mancanza di idee proprie,,,39,False
Non far parte del mondo,-0.217,0.1836,39,False
Sentirsi come un fantasma,0.246,0.1319,39,False
Evitamento per mancanza di opinioni,,,39,False
