Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.127,0.3763,51,False
Parole lette da qualcun altro,-0.176,0.218,51,False
Pensieri non propri,0.014,0.9213,51,False
Pensieri come scritti,-0.19,0.1829,51,False
Pensieri percepiti come rumorosi,-0.328,0.0187,51,True
Pensieri ripetuti o echeggianti,0.012,0.9323,51,False
Vedere i propri pensieri,-0.222,0.1171,51,False
Vita attuale scollegata dal futuro,-0.144,0.3137,51,False
Perdita di identità,-0.152,0.288,51,False
Vera identità scomparsa,0.125,0.381,51,False
Perdita di contatto con se stessi,-0.047,0.7421,51,False
Distanza da se stessi,0.174,0.2227,51,False
Perdita totale di sé,-0.287,0.0409,51,True
Ricerca di identità tramite oggetti,-0.298,0.0337,51,True
Vivere in un altro mondo,0.09,0.5298,51,False
Paura di perdersi,-0.221,0.1185,51,False
Estraneità a se stessi,-0.082,0.5657,51,False
Perdita di connessione col mondo,-0.334,0.0165,51,True
Scarsa presenza nel mondo,-0.002,0.9874,51,False
Non essere più la stessa persona,-0.012,0.9359,51,False
Vuoto interiore,-0.119,0.4041,51,False
Pensare a se stessi come un'altra persona,-0.073,0.6122,51,False
Disconnessione da sé e dai propri pensieri,0.021,0.8836,51,False
Svanire dall'esistenza,-0.24,0.0901,51,False
Assorbimento nell'introspezione,-0.13,0.3615,51,False
Sensazione di non essere l'autore delle proprie azioni,-0.075,0.5987,51,False
Sensazione di stare cambiando,-0.106,0.4593,51,False
Appiattimento emotivo,0.015,0.9174,51,False
Alterazione del significato del mondo,0.026,0.8557,51,False
Dubbio tra provare e immaginare,-0.16,0.2619,51,False
Dubbio tra dire e pensare,-0.141,0.325,51,False
Alterazione della percezione del tempo,-0.264,0.0614,51,False
"Tempo che accelera, rallenta o si ferma",-0.329,0.0186,51,True
Amnesia di azioni compiute,0.003,0.9824,51,False
Disallineamento tra espressione e vissuto interno,-0.145,0.3101,51,False
Guardarsi dall'esterno,-0.17,0.2326,51,False
Guardarsi da fuori dal corpo,-0.019,0.8963,51,False
Età percepita alterata,-0.155,0.2769,51,False
Corpo percepito come cambiato,0.08,0.5765,51,False
Arti percepiti come non propri,-0.055,0.7026,51,False
Perdita di controllo del corpo,-0.041,0.7768,51,False
Controllo allo specchio,-0.269,0.0561,51,False
Sensazioni elettriche nel corpo,-0.21,0.1389,51,False
Sensazioni termiche senza causa,-0.077,0.5919,51,False
Dolore ai rumori,-0.235,0.0969,51,False
Gambe che si piegano da ferme,-0.083,0.5644,51,False
Incapacità di controllare il corpo,-0.081,0.5717,51,False
Impossibilità di muoversi,-0.303,0.0305,51,True
Debolezza improvvisa di un arto,-0.26,0.065,51,False
Movimento percepito per imitazione,-0.097,0.5002,51,False
Osservatore passivo del mondo,-0.169,0.2354,51,False
Scomparsa della barriera tra sé e il mondo,0.027,0.8523,51,False
Dubbio sulla propria esistenza,-0.081,0.5734,51,False
Mancanza di idee proprie,-0.269,0.0564,51,False
Non far parte del mondo,-0.324,0.0204,51,True
Sentirsi come un fantasma,-0.165,0.2467,51,False
Evitamento per mancanza di opinioni,0.023,0.8738,51,False
