Variable,r,p_value,N,Significant
Pensieri generati da altri,0.111,0.5015,39,False
Parole lette da qualcun altro,0.12,0.4657,39,False
Pensieri non propri,0.167,0.3086,39,False
Pensieri come scritti,0.287,0.0763,39,False
Pensieri percepiti come rumorosi,0.231,0.1569,39,False
Pensieri ripetuti o echeggianti,0.133,0.4184,39,False
Vedere i propri pensieri,0.231,0.1569,39,False
Vita attuale scollegata dal futuro,0.119,0.4709,39,False
Perdita di identità,0.161,0.3285,39,False
Vera identità scomparsa,0.035,0.8324,39,False
Perdita di contatto con se stessi,0.098,0.5525,39,False
Distanza da se stessi,0.186,0.258,39,False
Perdita totale di sé,0.125,0.4483,39,False
Ricerca di identità tramite oggetti,,,39,False
Vivere in un altro mondo,,,39,False
Paura di perdersi,-0.033,0.8424,39,False
Estraneità a se stessi,0.069,0.6755,39,False
Perdita di connessione col mondo,-0.042,0.8017,39,False
Scarsa presenza nel mondo,0.094,0.568,39,False
Non essere più la stessa persona,0.1,0.5451,39,False
Vuoto interiore,0.214,0.1905,39,False
Pensare a se stessi come un'altra persona,-0.011,0.9473,39,False
Disconnessione da sé e dai propri pensieri,0.172,0.2947,39,False
Svanire dall'esistenza,0.184,0.2609,39,False
Assorbimento nell'introspezione,-0.098,0.551,39,False
Sensazione di non essere l'autore delle proprie azioni,-0.034,0.8355,39,False
Sensazione di stare cambiando,0.136,0.4107,39,False
Appiattimento emotivo,-0.166,0.3122,39,False
Alterazione del significato del mondo,-0.076,0.6461,39,False
Dubbio tra provare e immaginare,0.231,0.1569,39,False
Dubbio tra dire e pensare,0.227,0.1641,39,False
Alterazione della percezione del tempo,0.351,0.0283,39,True
"Tempo che accelera, rallenta o si ferma",-0.166,0.3122,39,False
Amnesia di azioni compiute,0.231,0.1569,39,False
Disallineamento tra espressione e vissuto interno,0.072,0.6638,39,False
Guardarsi dall'esterno,-0.053,0.7504,39,False
Guardarsi da fuori dal corpo,0.222,0.1752,39,False
Età percepita alterata,-0.041,0.8064,39,False
Corpo percepito come cambiato,0.02,0.9031,39,False
Arti percepiti come non propri,0.443,0.0048,39,True
Perdita di controllo del corpo,0.188,0.2519,39,False
Controllo allo specchio,,,39,False
Sensazioni elettriche nel corpo,0.032,0.8461,39,False
Sensazioni termiche senza causa,0.039,0.8124,39,False
Dolore ai rumori,-0.057,0.7307,39,False
Gambe che si piegano da ferme,,,39,False
Incapacità di controllare il corpo,0.153,0.352,39,False
Impossibilità di muoversi,,,39,False
Debolezza improvvisa di un arto,0.205,0.2103,39,False
Movimento percepito per imitazione,0.231,0.1569,39,False
Osservatore passivo del mondo,0.039,0.8124,39,False
Scomparsa della barriera tra sé e il mondo,0.254,0.1193,39,False
Dubbio sulla propria esistenza,-0.02,0.9018,39,False
Mancanza di idee proprie,,,39,False
Non far parte del mondo,-0.105,0.5245,39,False
Sentirsi come un fantasma,0.231,0.1569,39,False
Evitamento per mancanza di opinioni,,,39,False
