Variable,r,p_value,N,Significant
Cognition,-0.054,0.7488,37,False
Self-Awareness and Presence,-0.122,0.4735,37,False
Consciousness,0.053,0.755,37,False
Somatization,-0.103,0.5448,37,False
Demarcation/Transitivism,-0.142,0.4017,37,False
