Variable,r,p_value,N,Significant
Cognition,-0.275,0.0088,90,True
Self-Awareness and Presence,-0.22,0.0372,90,True
Consciousness,-0.334,0.0013,90,True
Somatization,-0.157,0.1407,90,False
Demarcation/Transitivism,-0.271,0.0098,90,True
