Variable,r,p_value,N,Significant
Cognition,0.015,0.9263,39,False
Self-Awareness and Presence,-0.059,0.7211,39,False
Consciousness,0.133,0.4197,39,False
Somatization,0.067,0.6856,39,False
Demarcation/Transitivism,-0.076,0.6453,39,False
