Variable,r,p_value,N,Significant
Cognition,0.148,0.2991,51,False
Self-Awareness and Presence,0.137,0.3369,51,False
Consciousness,0.195,0.1709,51,False
Somatization,0.092,0.5214,51,False
Demarcation/Transitivism,-0.132,0.3552,51,False
