Variable,r,p_value,N,Significant
Cognition,0.176,0.2156,51,False
Self-Awareness and Presence,0.148,0.2996,51,False
Consciousness,0.206,0.1469,51,False
Somatization,0.085,0.5537,51,False
Demarcation/Transitivism,0.019,0.8951,51,False
