Variable,r,p_value,N,Significant
Cognition,-0.076,0.4749,90,False
Self-Awareness and Presence,-0.083,0.437,90,False
Consciousness,-0.098,0.3591,90,False
Somatization,-0.058,0.5891,90,False
Demarcation/Transitivism,-0.241,0.0221,90,True
