Variable,r,p_value,N,Significant
Cognitività e flusso della coscienza,0.662,1.5084077132046525e-13,97,True
Consapevolezza del Sé e Presenza,0.726,3.7232947125213826e-17,97,True
Esperienze corporee,0.578,5.511884229232293e-10,97,True
Demarcazione/Transitivismo,0.426,1.343847282774108e-05,97,True
Riorientamento Esistenziale,0.637,2.2231372769876005e-12,97,True
EASE_Mean_Score,0.74,4.4209468750600545e-18,97,True
