Variable,r,p_value,N,Significant
Cognitività e flusso della coscienza,0.77,2.9221282360396413e-20,97,True
Consapevolezza del Sé e Presenza,0.84,5.048563861789931e-27,97,True
Esperienze corporee,0.738,6.7722852467123225e-18,97,True
Demarcazione/Transitivismo,0.466,1.5332051617908486e-06,97,True
Riorientamento Esistenziale,0.735,1.0418306321591762e-17,97,True
EASE_Mean_Score,0.873,2.5166651603955014e-31,97,True
