Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.13,0.3649,51,False
Parole lette da qualcun altro,-0.181,0.203,51,False
Pensieri non propri,-0.29,0.0392,51,True
Pensieri come scritti,-0.092,0.5198,51,False
Pensieri percepiti come rumorosi,-0.422,0.0021,51,True
Pensieri ripetuti o echeggianti,-0.081,0.5735,51,False
Vedere i propri pensieri,-0.344,0.0135,51,True
Vita attuale scollegata dal futuro,-0.097,0.4988,51,False
Perdita di identità,-0.238,0.0921,51,False
Vera identità scomparsa,-0.127,0.3729,51,False
Perdita di contatto con se stessi,0.033,0.82,51,False
Distanza da se stessi,-0.029,0.84,51,False
Perdita totale di sé,-0.285,0.0429,51,True
Ricerca di identità tramite oggetti,-0.048,0.7374,51,False
Vivere in un altro mondo,,,51,False
Paura di perdersi,-0.178,0.2101,51,False
Estraneità a se stessi,-0.22,0.1209,51,False
Perdita di connessione col mondo,-0.131,0.3611,51,False
Scarsa presenza nel mondo,0.012,0.9339,51,False
Non essere più la stessa persona,-0.004,0.9762,51,False
Vuoto interiore,-0.264,0.0614,51,False
Pensare a se stessi come un'altra persona,-0.267,0.0578,51,False
Disconnessione da sé e dai propri pensieri,0.208,0.1425,51,False
Svanire dall'esistenza,-0.173,0.2256,51,False
Assorbimento nell'introspezione,-0.203,0.1533,51,False
Sensazione di non essere l'autore delle proprie azioni,-0.29,0.0393,51,True
Sensazione di stare cambiando,-0.336,0.016,51,True
Appiattimento emotivo,-0.134,0.3479,51,False
Alterazione del significato del mondo,-0.076,0.5941,51,False
Dubbio tra provare e immaginare,-0.121,0.3984,51,False
Dubbio tra dire e pensare,-0.213,0.1325,51,False
Alterazione della percezione del tempo,-0.354,0.0108,51,True
"Tempo che accelera, rallenta o si ferma",-0.307,0.0286,51,True
Amnesia di azioni compiute,-0.393,0.0043,51,True
Disallineamento tra espressione e vissuto interno,-0.119,0.4036,51,False
Guardarsi dall'esterno,-0.264,0.0608,51,False
Guardarsi da fuori dal corpo,-0.162,0.2568,51,False
Età percepita alterata,-0.222,0.1181,51,False
Corpo percepito come cambiato,-0.1,0.4833,51,False
Arti percepiti come non propri,-0.178,0.2124,51,False
Perdita di controllo del corpo,-0.077,0.5916,51,False
Controllo allo specchio,,,51,False
Sensazioni elettriche nel corpo,-0.179,0.2097,51,False
Sensazioni termiche senza causa,-0.055,0.6998,51,False
Dolore ai rumori,-0.324,0.0205,51,True
Gambe che si piegano da ferme,-0.144,0.3123,51,False
Incapacità di controllare il corpo,-0.322,0.0213,51,True
Impossibilità di muoversi,-0.053,0.7112,51,False
Debolezza improvvisa di un arto,-0.346,0.0127,51,True
Movimento percepito per imitazione,-0.184,0.1964,51,False
Osservatore passivo del mondo,-0.236,0.0958,51,False
Scomparsa della barriera tra sé e il mondo,-0.142,0.3207,51,False
Dubbio sulla propria esistenza,-0.198,0.1642,51,False
Mancanza di idee proprie,-0.144,0.3124,51,False
Non far parte del mondo,-0.23,0.105,51,False
Sentirsi come un fantasma,-0.154,0.2806,51,False
Evitamento per mancanza di opinioni,0.164,0.2514,51,False
