Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.049,0.6434,90,False
Parole lette da qualcun altro,-0.126,0.2372,90,False
Pensieri non propri,-0.076,0.4766,90,False
Pensieri come scritti,-0.076,0.4757,90,False
Pensieri percepiti come rumorosi,-0.209,0.0484,90,True
Pensieri ripetuti o echeggianti,-0.027,0.8019,90,False
Vedere i propri pensieri,-0.23,0.0292,90,True
Vita attuale scollegata dal futuro,-0.121,0.2562,90,False
Perdita di identità,-0.049,0.6437,90,False
Vera identità scomparsa,-0.077,0.4735,90,False
Perdita di contatto con se stessi,0.002,0.9847,90,False
Distanza da se stessi,0.08,0.4526,90,False
Perdita totale di sé,-0.168,0.1145,90,False
Ricerca di identità tramite oggetti,-0.085,0.4262,90,False
Vivere in un altro mondo,0.101,0.3451,90,False
Paura di perdersi,-0.139,0.1905,90,False
Estraneità a se stessi,-0.025,0.8161,90,False
Perdita di connessione col mondo,-0.187,0.0774,90,False
Scarsa presenza nel mondo,-0.02,0.8549,90,False
Non essere più la stessa persona,-0.082,0.4446,90,False
Vuoto interiore,-0.042,0.6957,90,False
Pensare a se stessi come un'altra persona,-0.097,0.3607,90,False
Disconnessione da sé e dai propri pensieri,0.112,0.2929,90,False
Svanire dall'esistenza,-0.103,0.3336,90,False
Assorbimento nell'introspezione,-0.126,0.235,90,False
Sensazione di non essere l'autore delle proprie azioni,-0.087,0.4134,90,False
Sensazione di stare cambiando,-0.129,0.2259,90,False
Appiattimento emotivo,-0.062,0.56,90,False
Alterazione del significato del mondo,0.067,0.5305,90,False
Dubbio tra provare e immaginare,-0.083,0.437,90,False
Dubbio tra dire e pensare,-0.113,0.2897,90,False
Alterazione della percezione del tempo,-0.189,0.0749,90,False
"Tempo che accelera, rallenta o si ferma",-0.179,0.0908,90,False
Amnesia di azioni compiute,-0.102,0.3396,90,False
Disallineamento tra espressione e vissuto interno,-0.02,0.8526,90,False
Guardarsi dall'esterno,-0.154,0.1465,90,False
Guardarsi da fuori dal corpo,0.006,0.9563,90,False
Età percepita alterata,-0.045,0.6759,90,False
Corpo percepito come cambiato,0.017,0.8758,90,False
Arti percepiti come non propri,0.003,0.9779,90,False
Perdita di controllo del corpo,0.021,0.8434,90,False
Controllo allo specchio,-0.056,0.5997,90,False
Sensazioni elettriche nel corpo,-0.114,0.2844,90,False
Sensazioni termiche senza causa,-0.027,0.8014,90,False
Dolore ai rumori,-0.173,0.1026,90,False
Gambe che si piegano da ferme,-0.088,0.4116,90,False
Incapacità di controllare il corpo,-0.114,0.2858,90,False
Impossibilità di muoversi,-0.225,0.0333,90,True
Debolezza improvvisa di un arto,-0.207,0.0504,90,False
Movimento percepito per imitazione,-0.078,0.4643,90,False
Osservatore passivo del mondo,-0.194,0.0674,90,False
Scomparsa della barriera tra sé e il mondo,-0.019,0.856,90,False
Dubbio sulla propria esistenza,-0.088,0.4109,90,False
Mancanza di idee proprie,-0.209,0.0482,90,True
Non far parte del mondo,-0.205,0.0527,90,False
Sentirsi come un fantasma,-0.063,0.5544,90,False
Evitamento per mancanza di opinioni,-0.137,0.1989,90,False
