Variable,r,p_value,N,Significant
Pensieri generati da altri,0.075,0.6583,37,False
Parole lette da qualcun altro,-0.071,0.6782,37,False
Pensieri non propri,0.063,0.7113,37,False
Pensieri come scritti,-0.03,0.8582,37,False
Pensieri percepiti come rumorosi,0.073,0.6659,37,False
Pensieri ripetuti o echeggianti,-0.026,0.878,37,False
Vedere i propri pensieri,-0.122,0.4733,37,False
Vita attuale scollegata dal futuro,0.011,0.9499,37,False
Perdita di identità,0.092,0.5898,37,False
Vera identità scomparsa,-0.143,0.3988,37,False
Perdita di contatto con se stessi,0.088,0.6025,37,False
Distanza da se stessi,0.033,0.8456,37,False
Perdita totale di sé,-0.064,0.705,37,False
Ricerca di identità tramite oggetti,0.199,0.2378,37,False
Vivere in un altro mondo,0.088,0.6037,37,False
Paura di perdersi,0.183,0.2785,37,False
Estraneità a se stessi,0.059,0.7296,37,False
Perdita di connessione col mondo,-0.024,0.8865,37,False
Scarsa presenza nel mondo,-0.047,0.7817,37,False
Non essere più la stessa persona,-0.084,0.6222,37,False
Vuoto interiore,-0.006,0.9716,37,False
Pensare a se stessi come un'altra persona,0.096,0.573,37,False
Disconnessione da sé e dai propri pensieri,0.208,0.2162,37,False
Svanire dall'esistenza,0.078,0.6467,37,False
Assorbimento nell'introspezione,0.03,0.862,37,False
Sensazione di non essere l'autore delle proprie azioni,0.034,0.8396,37,False
Sensazione di stare cambiando,-0.002,0.9894,37,False
Appiattimento emotivo,-0.106,0.5316,37,False
Alterazione del significato del mondo,0.144,0.3941,37,False
Dubbio tra provare e immaginare,0.141,0.404,37,False
Dubbio tra dire e pensare,0.096,0.5735,37,False
Alterazione della percezione del tempo,0.078,0.6456,37,False
"Tempo che accelera, rallenta o si ferma",0.027,0.8741,37,False
Amnesia di azioni compiute,0.045,0.7897,37,False
Disallineamento tra espressione e vissuto interno,0.036,0.8303,37,False
Guardarsi dall'esterno,-0.124,0.4664,37,False
Guardarsi da fuori dal corpo,0.102,0.5479,37,False
Età percepita alterata,0.122,0.472,37,False
Corpo percepito come cambiato,0.076,0.6542,37,False
Arti percepiti come non propri,0.17,0.3156,37,False
Perdita di controllo del corpo,0.075,0.6578,37,False
Controllo allo specchio,0.19,0.2605,37,False
Sensazioni elettriche nel corpo,-0.07,0.6797,37,False
Sensazioni termiche senza causa,-0.064,0.7061,37,False
Dolore ai rumori,0.021,0.9034,37,False
Gambe che si piegano da ferme,0.055,0.7486,37,False
Incapacità di controllare il corpo,-0.038,0.8233,37,False
Impossibilità di muoversi,-0.039,0.8204,37,False
Debolezza improvvisa di un arto,-0.08,0.6371,37,False
Movimento percepito per imitazione,0.033,0.8478,37,False
Osservatore passivo del mondo,-0.073,0.6695,37,False
Scomparsa della barriera tra sé e il mondo,0.057,0.7375,37,False
Dubbio sulla propria esistenza,0.095,0.5744,37,False
Mancanza di idee proprie,0.043,0.7987,37,False
Non far parte del mondo,-0.127,0.4522,37,False
Sentirsi come un fantasma,0.185,0.2735,37,False
Evitamento per mancanza di opinioni,0.11,0.517,37,False
