Variable,r,p_value,N,Significant
Cognition,-0.252,0.0739,51,False
Self-Awareness and Presence,-0.12,0.4027,51,False
Consciousness,-0.238,0.0928,51,False
Somatization,-0.163,0.2537,51,False
Demarcation/Transitivism,-0.276,0.0497,51,True
