Variable,r,p_value,N,Significant
Cognition,-0.142,0.3188,51,False
Self-Awareness and Presence,-0.084,0.5559,51,False
Consciousness,-0.177,0.2144,51,False
Somatization,-0.085,0.5516,51,False
Demarcation/Transitivism,-0.201,0.1579,51,False
