Variable,r,p_value,N,Significant
Cognition,-0.232,0.0279,90,True
Self-Awareness and Presence,-0.201,0.058,90,False
Consciousness,-0.268,0.0106,90,True
Somatization,-0.121,0.2561,90,False
Demarcation/Transitivism,-0.276,0.0085,90,True
