Variable,r,p_value,N,Significant
Cognition,-0.15,0.2946,51,False
Self-Awareness and Presence,-0.04,0.7822,51,False
Consciousness,-0.107,0.456,51,False
Somatization,-0.009,0.9525,51,False
Demarcation/Transitivism,-0.257,0.0685,51,False
