Variable,r,p_value,N,Significant
Cognition,-0.048,0.6501,90,False
Self-Awareness and Presence,-0.01,0.9242,90,False
Consciousness,-0.049,0.6436,90,False
Somatization,-0.016,0.8785,90,False
Demarcation/Transitivism,-0.148,0.1631,90,False
