Variable,r,p_value,N,Significant
Cognition,-0.176,0.2155,51,False
Self-Awareness and Presence,-0.105,0.4618,51,False
Consciousness,-0.258,0.068,51,False
Somatization,-0.188,0.1869,51,False
Demarcation/Transitivism,-0.276,0.0498,51,True
