Variable,r,p_value,N,Significant
Cognition,0.176,0.0975,90,False
Self-Awareness and Presence,0.12,0.2607,90,False
Consciousness,0.148,0.1636,90,False
Somatization,0.076,0.4753,90,False
Demarcation/Transitivism,-0.075,0.4814,90,False
