Variable,r,p_value,N,Significant
Cognition,-0.053,0.7144,51,False
Self-Awareness and Presence,-0.028,0.8443,51,False
Consciousness,-0.064,0.6576,51,False
Somatization,-0.011,0.9387,51,False
Demarcation/Transitivism,-0.066,0.644,51,False
