Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.022,0.8358,90,False
Parole lette da qualcun altro,0.07,0.5105,90,False
Pensieri non propri,-0.061,0.5678,90,False
Pensieri come scritti,0.018,0.8672,90,False
Pensieri percepiti come rumorosi,-0.065,0.5396,90,False
Pensieri ripetuti o echeggianti,-0.064,0.5474,90,False
Vedere i propri pensieri,-0.054,0.6136,90,False
Vita attuale scollegata dal futuro,0.031,0.7702,90,False
Perdita di identità,0.003,0.974,90,False
Vera identità scomparsa,0.016,0.8799,90,False
Perdita di contatto con se stessi,0.058,0.5857,90,False
Distanza da se stessi,0.06,0.5727,90,False
Perdita totale di sé,-0.112,0.2916,90,False
Ricerca di identità tramite oggetti,0.093,0.3831,90,False
Vivere in un altro mondo,,,90,False
Paura di perdersi,-0.009,0.9334,90,False
Estraneità a se stessi,0.007,0.9497,90,False
Perdita di connessione col mondo,-0.012,0.9133,90,False
Scarsa presenza nel mondo,0.151,0.1555,90,False
Non essere più la stessa persona,-0.019,0.8562,90,False
Vuoto interiore,0.119,0.2649,90,False
Pensare a se stessi come un'altra persona,-0.108,0.313,90,False
Disconnessione da sé e dai propri pensieri,0.059,0.5827,90,False
Svanire dall'esistenza,-0.138,0.1951,90,False
Assorbimento nell'introspezione,0.026,0.8103,90,False
Sensazione di non essere l'autore delle proprie azioni,-0.145,0.173,90,False
Sensazione di stare cambiando,-0.047,0.6611,90,False
Appiattimento emotivo,-0.027,0.8005,90,False
Alterazione del significato del mondo,-0.086,0.4221,90,False
Dubbio tra provare e immaginare,0.002,0.9866,90,False
Dubbio tra dire e pensare,0.031,0.7749,90,False
Alterazione della percezione del tempo,-0.116,0.2769,90,False
"Tempo che accelera, rallenta o si ferma",-0.031,0.7732,90,False
Amnesia di azioni compiute,-0.16,0.1321,90,False
Disallineamento tra espressione e vissuto interno,-0.053,0.6213,90,False
Guardarsi dall'esterno,-0.042,0.6942,90,False
Guardarsi da fuori dal corpo,0.052,0.6236,90,False
Età percepita alterata,-0.117,0.272,90,False
Corpo percepito come cambiato,-0.019,0.8579,90,False
Arti percepiti come non propri,-0.022,0.8398,90,False
Perdita di controllo del corpo,0.091,0.3913,90,False
Controllo allo specchio,,,90,False
Sensazioni elettriche nel corpo,-0.104,0.3284,90,False
Sensazioni termiche senza causa,0.062,0.5604,90,False
Dolore ai rumori,-0.082,0.4449,90,False
Gambe che si piegano da ferme,-0.151,0.1546,90,False
Incapacità di controllare il corpo,-0.064,0.5504,90,False
Impossibilità di muoversi,0.076,0.4773,90,False
Debolezza improvvisa di un arto,-0.093,0.3855,90,False
Movimento percepito per imitazione,0.009,0.9294,90,False
Osservatore passivo del mondo,-0.037,0.726,90,False
Scomparsa della barriera tra sé e il mondo,-0.025,0.8118,90,False
Dubbio sulla propria esistenza,0.065,0.5405,90,False
Mancanza di idee proprie,-0.022,0.8404,90,False
Non far parte del mondo,-0.063,0.5558,90,False
Sentirsi come un fantasma,0.007,0.9475,90,False
Evitamento per mancanza di opinioni,-0.125,0.2416,90,False
