Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.017,0.9194,39,False
Parole lette da qualcun altro,0.247,0.1289,39,False
Pensieri non propri,0.097,0.5564,39,False
Pensieri come scritti,0.22,0.1791,39,False
Pensieri percepiti come rumorosi,0.202,0.2168,39,False
Pensieri ripetuti o echeggianti,0.065,0.6921,39,False
Vedere i propri pensieri,0.202,0.2168,39,False
Vita attuale scollegata dal futuro,-0.085,0.6085,39,False
Perdita di identità,-0.156,0.3433,39,False
Vera identità scomparsa,-0.192,0.2411,39,False
Perdita di contatto con se stessi,0.102,0.5362,39,False
Distanza da se stessi,-0.127,0.4419,39,False
Perdita totale di sé,-0.103,0.531,39,False
Ricerca di identità tramite oggetti,,,39,False
Vivere in un altro mondo,,,39,False
Paura di perdersi,-0.238,0.1444,39,False
Estraneità a se stessi,-0.086,0.6015,39,False
Perdita di connessione col mondo,-0.182,0.2667,39,False
Scarsa presenza nel mondo,-0.171,0.2979,39,False
Non essere più la stessa persona,-0.095,0.5656,39,False
Vuoto interiore,-0.225,0.1683,39,False
Pensare a se stessi come un'altra persona,-0.12,0.4655,39,False
Disconnessione da sé e dai propri pensieri,0.016,0.9248,39,False
Svanire dall'esistenza,0.114,0.4881,39,False
Assorbimento nell'introspezione,-0.112,0.4972,39,False
Sensazione di non essere l'autore delle proprie azioni,0.051,0.7558,39,False
Sensazione di stare cambiando,0.116,0.4813,39,False
Appiattimento emotivo,-0.217,0.185,39,False
Alterazione del significato del mondo,0.153,0.3519,39,False
Dubbio tra provare e immaginare,0.202,0.2168,39,False
Dubbio tra dire e pensare,-0.197,0.2281,39,False
Alterazione della percezione del tempo,0.093,0.5727,39,False
"Tempo che accelera, rallenta o si ferma",-0.217,0.185,39,False
Amnesia di azioni compiute,0.202,0.2168,39,False
Disallineamento tra espressione e vissuto interno,0.019,0.908,39,False
Guardarsi dall'esterno,-0.031,0.8531,39,False
Guardarsi da fuori dal corpo,0.275,0.0907,39,False
Età percepita alterata,-0.096,0.5617,39,False
Corpo percepito come cambiato,0.023,0.888,39,False
Arti percepiti come non propri,0.385,0.0154,39,True
Perdita di controllo del corpo,0.145,0.3768,39,False
Controllo allo specchio,,,39,False
Sensazioni elettriche nel corpo,-0.052,0.7511,39,False
Sensazioni termiche senza causa,-0.018,0.9132,39,False
Dolore ai rumori,-0.207,0.2058,39,False
Gambe che si piegano da ferme,,,39,False
Incapacità di controllare il corpo,0.114,0.4885,39,False
Impossibilità di muoversi,,,39,False
Debolezza improvvisa di un arto,0.114,0.4878,39,False
Movimento percepito per imitazione,0.202,0.2168,39,False
Osservatore passivo del mondo,-0.018,0.9132,39,False
Scomparsa della barriera tra sé e il mondo,-0.026,0.8736,39,False
Dubbio sulla propria esistenza,-0.242,0.1385,39,False
Mancanza di idee proprie,,,39,False
Non far parte del mondo,-0.221,0.1755,39,False
Sentirsi come un fantasma,0.202,0.2168,39,False
Evitamento per mancanza di opinioni,,,39,False
