Variable,r,p_value,N,Significant
Pensieri generati da altri,0.213,0.1327,51,False
Parole lette da qualcun altro,0.092,0.52,51,False
Pensieri non propri,0.321,0.0215,51,True
Pensieri come scritti,-0.075,0.6005,51,False
Pensieri percepiti come rumorosi,0.034,0.8118,51,False
Pensieri ripetuti o echeggianti,0.296,0.0348,51,True
Vedere i propri pensieri,-0.133,0.3515,51,False
Vita attuale scollegata dal futuro,0.255,0.0714,51,False
Perdita di identità,0.193,0.1741,51,False
Vera identità scomparsa,0.418,0.0023,51,True
Perdita di contatto con se stessi,0.063,0.6596,51,False
Distanza da se stessi,0.118,0.411,51,False
Perdita totale di sé,-0.08,0.5769,51,False
Ricerca di identità tramite oggetti,0.081,0.5723,51,False
Vivere in un altro mondo,0.03,0.8362,51,False
Paura di perdersi,-0.127,0.3732,51,False
Estraneità a se stessi,0.065,0.6507,51,False
Perdita di connessione col mondo,-0.046,0.7467,51,False
Scarsa presenza nel mondo,0.039,0.7845,51,False
Non essere più la stessa persona,0.12,0.4009,51,False
Vuoto interiore,0.014,0.9236,51,False
Pensare a se stessi come un'altra persona,0.121,0.3987,51,False
Disconnessione da sé e dai propri pensieri,0.05,0.7262,51,False
Svanire dall'esistenza,-0.185,0.1932,51,False
Assorbimento nell'introspezione,0.107,0.4533,51,False
Sensazione di non essere l'autore delle proprie azioni,0.202,0.1557,51,False
Sensazione di stare cambiando,0.068,0.6342,51,False
Appiattimento emotivo,0.257,0.0687,51,False
Alterazione del significato del mondo,0.058,0.6855,51,False
Dubbio tra provare e immaginare,0.262,0.0631,51,False
Dubbio tra dire e pensare,0.182,0.2009,51,False
Alterazione della percezione del tempo,0.01,0.9424,51,False
"Tempo che accelera, rallenta o si ferma",0.001,0.9965,51,False
Amnesia di azioni compiute,0.265,0.0603,51,False
Disallineamento tra espressione e vissuto interno,-0.156,0.2756,51,False
Guardarsi dall'esterno,0.024,0.8691,51,False
Guardarsi da fuori dal corpo,0.062,0.6638,51,False
Età percepita alterata,-0.053,0.7134,51,False
Corpo percepito come cambiato,0.09,0.5318,51,False
Arti percepiti come non propri,0.066,0.6469,51,False
Perdita di controllo del corpo,0.074,0.6058,51,False
Controllo allo specchio,0.092,0.5198,51,False
Sensazioni elettriche nel corpo,-0.067,0.638,51,False
Sensazioni termiche senza causa,0.128,0.371,51,False
Dolore ai rumori,0.012,0.9321,51,False
Gambe che si piegano da ferme,0.127,0.374,51,False
Incapacità di controllare il corpo,0.119,0.4063,51,False
Impossibilità di muoversi,0.048,0.7379,51,False
Debolezza improvvisa di un arto,-0.071,0.6209,51,False
Movimento percepito per imitazione,0.094,0.5136,51,False
Osservatore passivo del mondo,0.092,0.5189,51,False
Scomparsa della barriera tra sé e il mondo,0.114,0.4267,51,False
Dubbio sulla propria esistenza,0.089,0.5341,51,False
Mancanza di idee proprie,0.08,0.5785,51,False
Non far parte del mondo,-0.099,0.491,51,False
Sentirsi come un fantasma,0.016,0.9115,51,False
Evitamento per mancanza di opinioni,0.241,0.0882,51,False
