Variable,r,p_value,N,Significant
Cognition,-0.244,0.0843,51,False
Self-Awareness and Presence,-0.123,0.3897,51,False
Consciousness,-0.325,0.0201,51,True
Somatization,-0.19,0.1825,51,False
Demarcation/Transitivism,-0.28,0.0469,51,True
