Variable,r,p_value,N,Significant
Pensieri generati da altri,-0.027,0.8751,37,False
Parole lette da qualcun altro,-0.019,0.9113,37,False
Pensieri non propri,0.002,0.9928,37,False
Pensieri come scritti,0.007,0.9654,37,False
Pensieri percepiti come rumorosi,,,37,False
Pensieri ripetuti o echeggianti,-0.055,0.7487,37,False
Vedere i propri pensieri,,,37,False
Vita attuale scollegata dal futuro,-0.057,0.7389,37,False
Perdita di identità,0.106,0.5324,37,False
Vera identità scomparsa,-0.013,0.9394,37,False
Perdita di contatto con se stessi,-0.128,0.4512,37,False
Distanza da se stessi,0.03,0.8624,37,False
Perdita totale di sé,-0.028,0.8677,37,False
Ricerca di identità tramite oggetti,,,37,False
Vivere in un altro mondo,,,37,False
Paura di perdersi,-0.06,0.7242,37,False
Estraneità a se stessi,-0.007,0.9689,37,False
Perdita di connessione col mondo,-0.155,0.3604,37,False
Scarsa presenza nel mondo,-0.011,0.949,37,False
Non essere più la stessa persona,0.074,0.664,37,False
Vuoto interiore,0.044,0.7973,37,False
Pensare a se stessi come un'altra persona,-0.079,0.6409,37,False
Disconnessione da sé e dai propri pensieri,-0.078,0.6478,37,False
Svanire dall'esistenza,-0.147,0.3838,37,False
Assorbimento nell'introspezione,-0.186,0.27,37,False
Sensazione di non essere l'autore delle proprie azioni,-0.024,0.8892,37,False
Sensazione di stare cambiando,0.076,0.6542,37,False
Appiattimento emotivo,-0.157,0.3527,37,False
Alterazione del significato del mondo,-0.243,0.1467,37,False
Dubbio tra provare e immaginare,,,37,False
Dubbio tra dire e pensare,0.056,0.7439,37,False
Alterazione della percezione del tempo,0.275,0.0993,37,False
"Tempo che accelera, rallenta o si ferma",-0.157,0.3527,37,False
Amnesia di azioni compiute,,,37,False
Disallineamento tra espressione e vissuto interno,0.002,0.9891,37,False
Guardarsi dall'esterno,-0.115,0.4986,37,False
Guardarsi da fuori dal corpo,0.032,0.85,37,False
Età percepita alterata,-0.002,0.9915,37,False
Corpo percepito come cambiato,-0.021,0.9015,37,False
Arti percepiti come non propri,0.347,0.0353,37,True
Perdita di controllo del corpo,0.079,0.6426,37,False
Controllo allo specchio,,,37,False
Sensazioni elettriche nel corpo,-0.09,0.5978,37,False
Sensazioni termiche senza causa,-0.157,0.3527,37,False
Dolore ai rumori,-0.141,0.4054,37,False
Gambe che si piegano da ferme,,,37,False
Incapacità di controllare il corpo,-0.03,0.8595,37,False
Impossibilità di muoversi,,,37,False
Debolezza improvvisa di un arto,-0.092,0.5869,37,False
Movimento percepito per imitazione,,,37,False
Osservatore passivo del mondo,-0.157,0.3527,37,False
Scomparsa della barriera tra sé e il mondo,0.069,0.6857,37,False
Dubbio sulla propria esistenza,-0.052,0.7608,37,False
Mancanza di idee proprie,,,37,False
Non far parte del mondo,-0.186,0.2703,37,False
Sentirsi come un fantasma,,,37,False
Evitamento per mancanza di opinioni,,,37,False
